protein_1,protein_2,label
511145.b0935,511145.b2368,0
511145.b0655,511145.b2411,0
511145.b0854,511145.b2153,0
511145.b0872,511145.b3984,0
511145.b0161,511145.b3895,0
511145.b1247,511145.b2961,0
511145.b2569,511145.b3926,0
511145.b1803,511145.b3781,0
511145.b2146,511145.b2278,0
511145.b2675,511145.b3178,0
511145.b1945,511145.b2277,0
511145.b0081,511145.b3590,0
511145.b2414,511145.b3988,0
511145.b1200,511145.b1858,0
511145.b1184,511145.b3941,0
511145.b0884,511145.b1184,0
511145.b0891,511145.b3252,0
511145.b2675,511145.b3301,0
511145.b1681,511145.b3213,0
511145.b3255,511145.b3544,0
511145.b3462,511145.b4136,0
511145.b0936,511145.b3452,0
511145.b2146,511145.b3738,0
511145.b3282,511145.b3456,0
511145.b2810,511145.b3705,0
511145.b0262,511145.b1883,0
511145.b2323,511145.b3030,0
511145.b0936,511145.b2509,0
511145.b1263,511145.b2048,0
511145.b0661,511145.b1393,0
511145.b0480,511145.b0660,0
511145.b1876,511145.b3287,0
511145.b3705,511145.b3935,0
511145.b1245,511145.b1274,0
511145.b1513,511145.b1656,0
511145.b0089,511145.b2677,0
511145.b0463,511145.b3528,0
511145.b1914,511145.b4207,0
511145.b0170,511145.b3912,0
511145.b0032,511145.b2149,0
511145.b0106,511145.b0879,0
511145.b1391,511145.b4035,0
511145.b1276,511145.b4058,0
511145.b1117,511145.b1888,0
511145.b0116,511145.b1714,0
511145.b1992,511145.b2484,0
511145.b0695,511145.b3984,0
511145.b2146,511145.b4398,0
511145.b0436,511145.b1334,0
511145.b0367,511145.b1244,0
511145.b0215,511145.b1102,0
511145.b0215,511145.b0763,0
511145.b1246,511145.b3895,0
511145.b1803,511145.b2096,0
511145.b0184,511145.b1261,0
511145.b3360,511145.b3934,0
511145.b2296,511145.b3294,0
511145.b0441,511145.b0713,0
511145.b0420,511145.b2784,0
511145.b1114,511145.b1991,0
511145.b0878,511145.b2779,0
511145.b0115,511145.b2576,0
511145.b0015,511145.b0133,0
511145.b0284,511145.b0441,0
511145.b3030,511145.b3911,0
511145.b1184,511145.b1703,0
511145.b1609,511145.b2484,0
511145.b2904,511145.b3942,0
511145.b0945,511145.b2511,0
511145.b0107,511145.b3960,0
511145.b0642,511145.b1854,0
511145.b0487,511145.b2893,0
511145.b1830,511145.b1991,0
511145.b2511,511145.b3752,0
511145.b0783,511145.b1883,0
511145.b1263,511145.b3026,0
511145.b1808,511145.b3189,0
511145.b0170,511145.b2484,0
511145.b0736,511145.b2810,0
511145.b2284,511145.b3067,0
511145.b0652,511145.b0711,0
511145.b0978,511145.b3701,0
511145.b0077,511145.b0884,0
511145.b0694,511145.b3613,0
511145.b2025,511145.b3236,0
511145.b0652,511145.b1080,0
511145.b3731,511145.b3957,0
511145.b0409,511145.b1656,0
511145.b0733,511145.b2565,0
511145.b1123,511145.b4122,0
511145.b1094,511145.b3417,0
511145.b1413,511145.b2383,0
511145.b1950,511145.b3738,0
511145.b1183,511145.b4242,0
511145.b2474,511145.b3540,0
511145.b0634,511145.b3724,0
511145.b1914,511145.b3608,0
511145.b1133,511145.b1732,0
511145.b0451,511145.b2287,0
511145.b0437,511145.b4355,0
511145.b0750,511145.b2074,0
511145.b1852,511145.b3452,0
511145.b0091,511145.b3404,0
511145.b0884,511145.b2278,0
511145.b2528,511145.b3957,0
511145.b0763,511145.b1084,0
511145.b0440,511145.b1222,0
511145.b0512,511145.b2542,0
511145.b0728,511145.b0887,0
511145.b2935,511145.b3706,0
511145.b1245,511145.b3025,0
511145.b2917,511145.b3235,0
511145.b0074,511145.b2755,0
511145.b1938,511145.b3607,0
511145.b1830,511145.b3115,0
511145.b3957,511145.b4168,0
511145.b1204,511145.b2074,0
511145.b1300,511145.b3566,0
511145.b2367,511145.b3067,0
511145.b0869,511145.b3957,0
511145.b2074,511145.b3212,0
511145.b1681,511145.b2195,0
511145.b1513,511145.b2146,0
511145.b1920,511145.b3513,0
511145.b2346,511145.b3813,0
511145.b3294,511145.b3868,0
511145.b0727,511145.b4485,0
511145.b1917,511145.b2679,0
511145.b0727,511145.b3405,0
511145.b1637,511145.b2411,0
511145.b0161,511145.b0728,0
511145.b2028,511145.b2400,0
511145.b1521,511145.b4258,0
511145.b1394,511145.b3385,0
511145.b0854,511145.b2197,0
511145.b0158,511145.b1507,0
511145.b0830,511145.b4391,0
511145.b1866,511145.b2079,0
511145.b1917,511145.b3019,0
511145.b3181,511145.b3426,0
511145.b0635,511145.b1206,0
511145.b0782,511145.b3541,0
511145.b0855,511145.b2167,0
511145.b2508,511145.b4355,0
511145.b3115,511145.b3294,0
511145.b0053,511145.b0215,0
511145.b1163,511145.b2078,0
511145.b1094,511145.b3162,0
511145.b0912,511145.b3168,0
511145.b1679,511145.b2342,0
511145.b1521,511145.b2892,0
511145.b0655,511145.b1261,0
511145.b0733,511145.b2508,0
511145.b1109,511145.b4473,0
511145.b3857,511145.b3957,0
511145.b3407,511145.b3751,0
511145.b2221,511145.b3706,0
511145.b3613,511145.b4485,0
511145.b2463,511145.b2937,0
511145.b0114,511145.b2542,0
511145.b0133,511145.b0734,0
511145.b0231,511145.b4473,0
511145.b0888,511145.b2146,0
511145.b0304,511145.b3307,0
511145.b2538,511145.b2567,0
511145.b1274,511145.b2752,0
511145.b0151,511145.b1681,0
511145.b2784,511145.b3164,0
511145.b2904,511145.b3543,0
511145.b1116,511145.b4014,0
511145.b0106,511145.b1941,0
511145.b1114,511145.b1676,0
511145.b0098,511145.b0826,0
511145.b1125,511145.b1968,0
511145.b0051,511145.b1091,0
511145.b1163,511145.b3259,0
511145.b0512,511145.b2516,0
511145.b1676,511145.b2319,0
511145.b0072,511145.b0978,0
511145.b0472,511145.b2296,0
511145.b0095,511145.b1082,0
511145.b2552,511145.b2567,0
511145.b1334,511145.b2239,0
511145.b0333,511145.b1876,0
511145.b0215,511145.b3405,0
511145.b3731,511145.b3780,0
511145.b1206,511145.b3181,0
511145.b0148,511145.b2231,0
511145.b0084,511145.b4389,0
511145.b2565,511145.b4004,0
511145.b3236,511145.b3973,0
511145.b2127,511145.b4355,0
511145.b1732,511145.b3164,0
511145.b0642,511145.b1852,0
511145.b2411,511145.b3212,0
511145.b2024,511145.b3236,0
511145.b2078,511145.b2957,0
511145.b1803,511145.b1852,0
511145.b0213,511145.b1206,0
511145.b0571,511145.b2278,0
511145.b0090,511145.b1680,0
511145.b2074,511145.b4168,0
511145.b0588,511145.b2752,0
511145.b1680,511145.b1913,0
511145.b3730,511145.b3926,0
511145.b0545,511145.b4349,0
511145.b3671,511145.b3734,0
511145.b1128,511145.b4485,0
511145.b0440,511145.b4113,0
511145.b1125,511145.b1803,0
511145.b0191,511145.b2576,0
511145.b0892,511145.b0914,0
511145.b3213,511145.b3386,0
511145.b0176,511145.b1866,0
511145.b3314,511145.b3405,0
511145.b1086,511145.b1763,0
511145.b0711,511145.b2731,0
511145.b1393,511145.b3540,0
511145.b0879,511145.b3384,0
511145.b0441,511145.b0811,0
511145.b0055,511145.b1900,0
511145.b1521,511145.b2565,0
511145.b0399,511145.b3947,0
511145.b1291,511145.b3296,0
511145.b0659,511145.b1888,0
511145.b3426,511145.b3727,0
511145.b1680,511145.b3386,0
511145.b0110,511145.b0574,0
511145.b2576,511145.b3887,0
511145.b2808,511145.b3165,0
511145.b1095,511145.b1879,0
511145.b2319,511145.b4179,0
511145.b0881,511145.b3212,0
511145.b0133,511145.b4287,0
511145.b0231,511145.b4398,0
511145.b2224,511145.b2285,0
511145.b0168,511145.b3911,0
511145.b0680,511145.b4035,0
511145.b0152,511145.b3749,0
511145.b1863,511145.b3780,0
511145.b1525,511145.b1608,0
511145.b3164,511145.b3772,0
511145.b1866,511145.b2678,0
511145.b2784,511145.b3892,0
511145.b1276,511145.b3407,0
511145.b0886,511145.b3947,0
511145.b3311,511145.b3426,0
511145.b0856,511145.b4245,0
511145.b1680,511145.b2284,0
511145.b1243,511145.b2595,0
511145.b2873,511145.b4129,0
511145.b3750,511145.b3780,0
511145.b0184,511145.b3833,0
511145.b0023,511145.b0575,0
511145.b0812,511145.b1091,0
511145.b0990,511145.b1276,0
511145.b2316,511145.b3752,0
511145.b0878,511145.b1288,0
511145.b1732,511145.b4375,0
511145.b1264,511145.b1516,0
511145.b2620,511145.b3751,0
511145.b1206,511145.b3567,0
511145.b0872,511145.b4168,0
511145.b0763,511145.b3201,0
511145.b0091,511145.b0831,0
511145.b0115,511145.b0907,0
511145.b0462,511145.b3836,0
511145.b0810,511145.b0913,0
511145.b0864,511145.b3931,0
511145.b0161,511145.b4153,0
511145.b0726,511145.b3081,0
511145.b2023,511145.b4041,0
511145.b1123,511145.b2323,0
511145.b1922,511145.b4398,0
511145.b0071,511145.b3066,0
511145.b0489,511145.b3455,0
511145.b3736,511145.b4041,0
511145.b1130,511145.b2595,0
511145.b0084,511145.b0888,0
511145.b1124,511145.b1246,0
511145.b0878,511145.b2525,0
511145.b1117,511145.b3476,0
511145.b1917,511145.b2599,0
511145.b0184,511145.b3453,0
511145.b0598,511145.b2416,0
511145.b3726,511145.b4019,0
511145.b3319,511145.b4355,0
511145.b3310,511145.b4485,0
511145.b2751,511145.b3405,0
511145.b0979,511145.b1245,0
511145.b1393,511145.b2042,0
511145.b1163,511145.b3733,0
511145.b0893,511145.b3650,0
511145.b1469,511145.b3189,0
511145.b0115,511145.b2566,0
511145.b3236,511145.b3289,0
511145.b2685,511145.b2943,0
511145.b0934,511145.b1914,0
511145.b2296,511145.b4398,0
511145.b0653,511145.b2180,0
511145.b1609,511145.b3991,0
511145.b2146,511145.b3988,0
511145.b0161,511145.b3406,0
511145.b0764,511145.b3176,0
511145.b2574,511145.b3115,0
511145.b3300,511145.b3780,0
511145.b2780,511145.b2820,0
511145.b0856,511145.b3202,0
511145.b3213,511145.b3992,0
511145.b1719,511145.b2184,0
511145.b0492,511145.b0978,0
511145.b3736,511145.b3749,0
511145.b0184,511145.b3740,0
511145.b0740,511145.b2925,0
511145.b2925,511145.b3289,0
511145.b1914,511145.b2074,0
511145.b2079,511145.b2817,0
511145.b1941,511145.b3458,0
511145.b0887,511145.b2341,0
511145.b1090,511145.b3543,0
511145.b3559,511145.b3780,0
511145.b2727,511145.b2844,0
511145.b2810,511145.b3168,0
511145.b2053,511145.b2196,0
511145.b0480,511145.b3294,0
511145.b0887,511145.b3454,0
511145.b1124,511145.b1521,0
511145.b0437,511145.b4035,0
511145.b3231,511145.b3934,0
511145.b1884,511145.b2096,0
511145.b0071,511145.b3540,0
511145.b0734,511145.b0773,0
511145.b2414,511145.b3234,0
511145.b0827,511145.b2367,0
511145.b3236,511145.b3750,0
511145.b3911,511145.b4114,0
511145.b0151,511145.b1074,0
511145.b0473,511145.b0733,0
511145.b0085,511145.b0333,0
511145.b0764,511145.b1885,0
511145.b0084,511145.b3560,0
511145.b1887,511145.b2784,0
511145.b0724,511145.b1763,0
511145.b0463,511145.b1948,0
511145.b0908,511145.b1184,0
511145.b2147,511145.b3778,0
511145.b2752,511145.b3212,0
511145.b0114,511145.b1126,0
511145.b0077,511145.b3957,0
511145.b0243,511145.b0441,0
511145.b1109,511145.b3172,0
511145.b4114,511145.b4203,0
511145.b1114,511145.b2935,0
511145.b2474,511145.b3424,0
511145.b2573,511145.b3025,0
511145.b0661,511145.b1201,0
511145.b2028,511145.b2606,0
511145.b0708,511145.b2819,0
511145.b1684,511145.b2584,0
511145.b1941,511145.b3780,0
511145.b3117,511145.b3705,0
511145.b0826,511145.b3137,0
511145.b0812,511145.b3405,0
511145.b0729,511145.b2733,0
511145.b0059,511145.b3265,0
511145.b1117,511145.b3911,0
511145.b1116,511145.b2868,0
511145.b0764,511145.b1913,0
511145.b0184,511145.b3309,0
511145.b0243,511145.b4019,0
511145.b3635,511145.b3846,0
511145.b0231,511145.b1086,0
511145.b1884,511145.b2686,0
511145.b0150,511145.b0185,0
511145.b0661,511145.b1732,0
511145.b0071,511145.b2822,0
511145.b3454,511145.b4106,0
511145.b1184,511145.b3320,0
511145.b1123,511145.b1876,0
511145.b0855,511145.b4143,0
511145.b1763,511145.b3985,0
511145.b0215,511145.b2296,0
511145.b0934,511145.b3911,0
511145.b0053,511145.b3552,0
511145.b0148,511145.b0729,0
511145.b0487,511145.b1680,0
511145.b0184,511145.b2813,0
511145.b0763,511145.b2185,0
511145.b0983,511145.b2235,0
511145.b3256,511145.b3540,0
511145.b2781,511145.b3912,0
511145.b0048,511145.b1924,0
511145.b0148,511145.b3608,0
511145.b2180,511145.b2606,0
511145.b1807,511145.b3912,0
511145.b2873,511145.b3363,0
511145.b0428,511145.b1247,0
511145.b2576,511145.b3019,0
511145.b0170,511145.b1109,0
511145.b1393,511145.b2538,0
511145.b0878,511145.b0907,0
511145.b0480,511145.b1469,0
511145.b2935,511145.b3416,0
511145.b1184,511145.b3988,0
511145.b0724,511145.b0855,0
511145.b0026,511145.b2752,0
511145.b0026,511145.b0156,0
511145.b0779,511145.b1276,0
511145.b3178,511145.b3934,0
511145.b3230,511145.b3934,0
511145.b2529,511145.b4398,0
511145.b1082,511145.b1913,0
511145.b0145,511145.b2078,0
511145.b2234,511145.b3309,0
511145.b3846,511145.b4058,0
511145.b0115,511145.b1637,0
511145.b3987,511145.b4153,0
511145.b0914,511145.b1992,0
511145.b3072,511145.b4258,0
511145.b0827,511145.b3359,0
511145.b0086,511145.b0733,0
511145.b0781,511145.b1393,0
511145.b0908,511145.b3340,0
511145.b2917,511145.b3863,0
511145.b1469,511145.b2567,0
511145.b0077,511145.b2594,0
511145.b0029,511145.b3845,0
511145.b1082,511145.b4161,0
511145.b1243,511145.b1719,0
511145.b0325,511145.b2563,0
511145.b2319,511145.b3726,0
511145.b2733,511145.b3650,0
511145.b3117,511145.b3386,0
511145.b0231,511145.b4485,0
511145.b0143,511145.b3457,0
511145.b1876,511145.b2779,0
511145.b0386,511145.b2716,0
511145.b0590,511145.b2661,0
511145.b0262,511145.b1922,0
511145.b0525,511145.b0854,0
511145.b0571,511145.b1102,0
511145.b0304,511145.b2827,0
511145.b0029,511145.b2060,0
511145.b0936,511145.b2661,0
511145.b1513,511145.b3740,0
511145.b2316,511145.b3543,0
511145.b0173,511145.b3868,0
511145.b2341,511145.b3176,0
511145.b0872,511145.b0893,0
511145.b2808,511145.b3636,0
511145.b2424,511145.b3934,0
511145.b0420,511145.b3212,0
511145.b1676,511145.b3778,0
511145.b3236,511145.b4473,0
511145.b0085,511145.b0231,0
511145.b1413,511145.b3605,0
511145.b0436,511145.b1763,0
511145.b1779,511145.b4473,0
511145.b2239,511145.b3384,0
511145.b2752,511145.b3752,0
511145.b0237,511145.b3725,0
511145.b0053,511145.b1732,0
511145.b3164,511145.b4473,0
511145.b3117,511145.b3560,0
511145.b0161,511145.b0512,0
511145.b1244,511145.b3270,0
511145.b3912,511145.b3985,0
511145.b0734,511145.b3067,0
511145.b0913,511145.b3987,0
511145.b0194,511145.b1276,0
511145.b3204,511145.b3605,0
511145.b0049,511145.b1223,0
511145.b1125,511145.b2784,0
511145.b0733,511145.b3287,0
511145.b2675,511145.b3183,0
511145.b0325,511145.b4019,0
511145.b1363,511145.b2784,0
511145.b0436,511145.b2284,0
511145.b1521,511145.b3181,0
511145.b2234,511145.b4473,0
511145.b0812,511145.b3741,0
511145.b0972,511145.b4004,0
511145.b2727,511145.b3540,0
511145.b1469,511145.b2731,0
511145.b0857,511145.b2411,0
511145.b2565,511145.b3579,0
511145.b1222,511145.b1714,0
511145.b0116,511145.b1983,0
511145.b1263,511145.b3912,0
511145.b1876,511145.b2942,0
511145.b0072,511145.b3540,0
511145.b1329,511145.b3195,0
511145.b1779,511145.b2028,0
511145.b0635,511145.b0728,0
511145.b0420,511145.b1469,0
511145.b3137,511145.b3973,0
511145.b1885,511145.b2516,0
511145.b1513,511145.b2961,0
511145.b0635,511145.b3991,0
511145.b2571,511145.b3327,0
511145.b1779,511145.b2924,0
511145.b2235,511145.b3327,0
511145.b0325,511145.b2829,0
511145.b1244,511145.b3741,0
511145.b0170,511145.b2675,0
511145.b0172,511145.b0695,0
511145.b2599,511145.b4399,0
511145.b2079,511145.b3177,0
511145.b3316,511145.b3426,0
511145.b0733,511145.b2053,0
511145.b2817,511145.b4287,0
511145.b0894,511145.b2976,0
511145.b1131,511145.b2367,0
511145.b2675,511145.b3251,0
511145.b0367,511145.b3319,0
511145.b2530,511145.b2935,0
511145.b1125,511145.b2733,0
511145.b0084,511145.b1288,0
511145.b0173,511145.b2146,0
511145.b1992,511145.b3749,0
511145.b1244,511145.b3649,0
511145.b0436,511145.b0934,0
511145.b0720,511145.b4179,0
511145.b0304,511145.b3730,0
511145.b0116,511145.b3183,0
511145.b0161,511145.b2146,0
511145.b1260,511145.b2675,0
511145.b1244,511145.b3987,0
511145.b1808,511145.b2873,0
511145.b0642,511145.b2319,0
511145.b3613,511145.b3751,0
511145.b0887,511145.b1852,0
511145.b0480,511145.b3189,0
511145.b1695,511145.b4235,0
511145.b2381,511145.b4035,0
511145.b0116,511145.b0191,0
511145.b0827,511145.b1682,0
511145.b3059,511145.b4167,0
511145.b1854,511145.b2697,0
511145.b1075,511145.b3252,0
511145.b0437,511145.b1206,0
511145.b0652,511145.b3250,0
511145.b1525,511145.b2306,0
511145.b4179,511145.b4235,0
511145.b3462,511145.b4114,0
511145.b1118,511145.b4136,0
511145.b2935,511145.b3282,0
511145.b0945,511145.b3857,0
511145.b1943,511145.b4485,0
511145.b2201,511145.b4349,0
511145.b0436,511145.b1812,0
511145.b0086,511145.b1854,0
511145.b2573,511145.b3957,0
511145.b1184,511145.b3251,0
511145.b0383,511145.b3385,0
511145.b0979,511145.b2620,0
511145.b0740,511145.b3607,0
511145.b2675,511145.b2746,0
511145.b3809,511145.b4391,0
511145.b1888,511145.b3887,0
511145.b0979,511145.b1176,0
511145.b1883,511145.b3168,0
511145.b1392,511145.b1681,0
511145.b2901,511145.b3025,0
511145.b2817,511145.b3752,0
511145.b2500,511145.b3846,0
511145.b1609,511145.b2411,0
511145.b0763,511145.b4122,0
511145.b2576,511145.b4161,0
511145.b2146,511145.b3985,0
511145.b1123,511145.b4154,0
511145.b0149,511145.b1243,0
511145.b3117,511145.b3833,0
511145.b0588,511145.b1211,0
511145.b0892,511145.b1263,0
511145.b1176,511145.b2554,0
511145.b1441,511145.b2496,0
511145.b1866,511145.b4288,0
511145.b0759,511145.b1095,0
511145.b0436,511145.b2028,0
511145.b0438,511145.b1413,0
511145.b3203,511145.b3605,0
511145.b0480,511145.b0759,0
511145.b0095,511145.b4113,0
511145.b1521,511145.b4005,0
511145.b1223,511145.b1854,0
511145.b1983,511145.b3477,0
511145.b0759,511145.b3701,0
511145.b1924,511145.b2924,0
511145.b0033,511145.b1276,0
511145.b3417,511145.b4058,0
511145.b0133,511145.b2146,0
511145.b0826,511145.b3146,0
511145.b3543,511145.b3911,0
511145.b0934,511145.b1885,0
511145.b3162,511145.b3911,0
511145.b0184,511145.b4391,0
511145.b2153,511145.b3066,0
511145.b0039,511145.b0630,0
511145.b1525,511145.b3341,0
511145.b2529,511145.b3115,0
511145.b3202,511145.b3540,0
511145.b1114,511145.b2319,0
511145.b0071,511145.b1749,0
511145.b0150,511145.b1174,0
511145.b0077,511145.b1133,0
511145.b2185,511145.b3404,0
511145.b0231,511145.b2476,0
511145.b0431,511145.b2592,0
511145.b3542,511145.b4288,0
511145.b1938,511145.b3947,0
511145.b0072,511145.b1413,0
511145.b2411,511145.b3749,0
511145.b0945,511145.b1163,0
511145.b1749,511145.b3988,0
511145.b1913,511145.b3908,0
511145.b0084,511145.b4136,0
511145.b0085,511145.b3357,0
511145.b0428,511145.b4113,0
511145.b0059,511145.b2414,0
511145.b1913,511145.b2028,0
511145.b0574,511145.b0892,0
511145.b3203,511145.b3405,0
511145.b1163,511145.b3863,0
511145.b0026,511145.b0473,0
511145.b1176,511145.b1415,0
511145.b0400,511145.b1223,0
511145.b0430,511145.b3935,0
511145.b0936,511145.b2241,0
511145.b1130,511145.b1779,0
511145.b2994,511145.b4261,0
511145.b0180,511145.b3025,0
511145.b3236,511145.b4391,0
511145.b0383,511145.b1133,0
511145.b0085,511145.b1637,0
511145.b1749,511145.b1812,0
511145.b1246,511145.b2507,0
511145.b1684,511145.b3025,0
511145.b0635,511145.b4153,0
511145.b0857,511145.b1992,0
511145.b2563,511145.b3026,0
511145.b0177,511145.b3741,0
511145.b1082,511145.b1656,0
511145.b0879,511145.b4355,0
511145.b0740,511145.b1763,0
511145.b1397,511145.b2231,0
511145.b0116,511145.b2620,0
511145.b3308,511145.b3749,0
511145.b1441,511145.b3727,0
511145.b0451,511145.b3165,0
511145.b0106,511145.b3730,0
511145.b0115,511145.b3289,0
511145.b0914,511145.b4043,0
511145.b2686,511145.b3347,0
511145.b1922,511145.b3935,0
511145.b2476,511145.b3162,0
511145.b0133,511145.b0184,0
511145.b3839,511145.b4355,0
511145.b3934,511145.b3992,0
511145.b0792,511145.b2231,0
511145.b0887,511145.b3017,0
511145.b1924,511145.b3733,0
511145.b0149,511145.b1245,0
511145.b3780,511145.b4005,0
511145.b1212,511145.b2675,0
511145.b2296,511145.b3652,0
511145.b1415,511145.b1683,0
511145.b0153,511145.b2576,0
511145.b1695,511145.b4129,0
511145.b1857,511145.b2149,0
511145.b0913,511145.b3208,0
511145.b1184,511145.b4142,0
511145.b1680,511145.b2074,0
511145.b0831,511145.b3992,0
511145.b0110,511145.b3017,0
511145.b2234,511145.b3839,0
511145.b0759,511145.b1680,0
511145.b3732,511145.b4287,0
511145.b0759,511145.b1276,0
511145.b0367,511145.b0978,0
511145.b0695,511145.b3463,0
511145.b3250,511145.b4355,0
511145.b2513,511145.b4288,0
511145.b0655,511145.b3869,0
511145.b1126,511145.b1200,0
511145.b0428,511145.b3476,0
511145.b3934,511145.b4391,0
511145.b2278,511145.b4287,0
511145.b1682,511145.b3162,0
511145.b0420,511145.b3911,0
511145.b0086,511145.b1274,0
511145.b3403,511145.b3456,0
511145.b1288,511145.b3450,0
511145.b2569,511145.b3846,0
511145.b0831,511145.b2733,0
511145.b0480,511145.b2925,0
511145.b1189,511145.b3702,0
511145.b0104,511145.b3942,0
511145.b0026,511145.b1882,0
511145.b0882,511145.b1885,0
511145.b0712,511145.b2474,0
511145.b1884,511145.b4245,0
511145.b3450,511145.b3649,0
511145.b1223,511145.b3477,0
511145.b0026,511145.b2781,0
511145.b0399,511145.b2810,0
511145.b0728,511145.b2996,0
511145.b2234,511145.b3164,0
511145.b4113,511145.b4154,0
511145.b0908,511145.b4019,0
511145.b0750,511145.b3066,0
511145.b0212,511145.b3650,0
511145.b1246,511145.b4161,0
511145.b2279,511145.b2554,0
511145.b3533,511145.b4258,0
511145.b0856,511145.b3235,0
511145.b0084,511145.b2400,0
511145.b0733,511145.b2781,0
511145.b0086,511145.b0694,0
511145.b0759,511145.b3957,0
511145.b1803,511145.b3212,0
511145.b0635,511145.b3780,0
511145.b2697,511145.b2925,0
511145.b2146,511145.b3176,0
511145.b1633,511145.b4288,0
511145.b2078,511145.b3081,0
511145.b0094,511145.b2873,0
511145.b1091,511145.b1676,0
511145.b0115,511145.b3405,0
511145.b2733,511145.b4355,0
511145.b0652,511145.b1131,0
511145.b0151,511145.b1637,0
511145.b1413,511145.b4114,0
511145.b0480,511145.b3935,0
511145.b3417,511145.b3868,0
511145.b0325,511145.b3833,0
511145.b3934,511145.b3960,0
511145.b1413,511145.b3941,0
511145.b1334,511145.b1802,0
511145.b1184,511145.b2567,0
511145.b1612,511145.b3072,0
511145.b0231,511145.b1992,0
511145.b0695,511145.b1861,0
511145.b1749,511145.b3846,0
511145.b0133,511145.b2817,0
511145.b2096,511145.b3405,0
511145.b2286,511145.b3753,0
511145.b1091,511145.b1109,0
511145.b3146,511145.b3778,0
511145.b1274,511145.b3384,0
511145.b1107,511145.b4179,0
511145.b0051,511145.b4114,0
511145.b1206,511145.b2476,0
511145.b0439,511145.b1441,0
511145.b0161,511145.b0574,0
511145.b0367,511145.b3991,0
511145.b2779,511145.b3544,0
511145.b0041,511145.b1885,0
511145.b0116,511145.b0765,0
511145.b0733,511145.b0908,0
511145.b1189,511145.b3783,0
511145.b0782,511145.b3416,0
511145.b0400,511145.b2400,0
511145.b1162,511145.b1290,0
511145.b0809,511145.b2213,0
511145.b0026,511145.b0161,0
511145.b1338,511145.b3416,0
511145.b0733,511145.b4161,0
511145.b2278,511145.b4019,0
511145.b0892,511145.b3178,0
511145.b0659,511145.b2028,0
511145.b0783,511145.b1392,0
511145.b3701,511145.b3809,0
511145.b1000,511145.b1507,0
511145.b3451,511145.b3540,0
511145.b0914,511145.b3316,0
511145.b0723,511145.b1123,0
511145.b1094,511145.b2220,0
511145.b0588,511145.b2599,0
511145.b0733,511145.b3461,0
511145.b3177,511145.b3194,0
511145.b1276,511145.b4261,0
511145.b0212,511145.b4287,0
511145.b1114,511145.b3308,0
511145.b1920,511145.b3168,0
511145.b0386,511145.b4170,0
511145.b0085,511145.b1676,0
511145.b1130,511145.b3183,0
511145.b1803,511145.b4168,0
511145.b0860,511145.b3518,0
511145.b1886,511145.b3300,0
511145.b1866,511145.b2177,0
511145.b0367,511145.b3194,0
511145.b0199,511145.b3405,0
511145.b0042,511145.b0053,0
511145.b0831,511145.b2574,0
511145.b0053,511145.b3526,0
511145.b1102,511145.b3609,0
511145.b0148,511145.b0688,0
511145.b0588,511145.b2557,0
511145.b0094,511145.b0854,0
511145.b2942,511145.b3772,0
511145.b0913,511145.b1276,0
511145.b0634,511145.b0652,0
511145.b0728,511145.b1334,0
511145.b2341,511145.b3699,0
511145.b0810,511145.b3289,0
511145.b2926,511145.b3325,0
511145.b2028,511145.b2231,0
511145.b0149,511145.b3528,0
511145.b0059,511145.b2566,0
511145.b0605,511145.b0855,0
511145.b1082,511145.b3772,0
511145.b1078,511145.b2234,0
511145.b0727,511145.b1184,0
511145.b0428,511145.b0476,0
511145.b0695,511145.b2817,0
511145.b1083,511145.b3752,0
511145.b0029,511145.b1397,0
511145.b1184,511145.b1211,0
511145.b4147,511145.b4399,0
511145.b1212,511145.b4179,0
511145.b3236,511145.b3778,0
511145.b0933,511145.b1968,0
511145.b1991,511145.b4113,0
511145.b2231,511145.b3117,0
511145.b0809,511145.b2873,0
511145.b2616,511145.b3919,0
511145.b0892,511145.b3911,0
511145.b2278,511145.b3235,0
511145.b1656,511145.b1968,0
511145.b0168,511145.b3559,0
511145.b0913,511145.b3384,0
511145.b1920,511145.b4288,0
511145.b1123,511145.b3750,0
511145.b0892,511145.b3359,0
511145.b2780,511145.b3540,0
511145.b1812,511145.b3259,0
511145.b1130,511145.b1714,0
511145.b0878,511145.b2024,0
511145.b0911,511145.b3726,0
511145.b1900,511145.b3526,0
511145.b0086,511145.b1779,0
511145.b0386,511145.b1880,0
511145.b2917,511145.b3528,0
511145.b1109,511145.b3973,0
511145.b1208,511145.b2810,0
511145.b1212,511145.b3911,0
511145.b0262,511145.b2812,0
511145.b3234,511145.b4058,0
511145.b1732,511145.b4113,0
511145.b1130,511145.b3213,0
511145.b0736,511145.b3778,0
511145.b2620,511145.b2675,0
511145.b0886,511145.b1469,0
511145.b0831,511145.b3740,0
511145.b1133,511145.b3778,0
511145.b1807,511145.b3671,0
511145.b2567,511145.b4187,0
511145.b0185,511145.b3567,0
511145.b3311,511145.b3579,0
511145.b1913,511145.b3234,0
511145.b0150,511145.b4174,0
511145.b3342,511145.b3477,0
511145.b2278,511145.b2752,0
511145.b2296,511145.b2733,0
511145.b2474,511145.b2741,0
511145.b0161,511145.b1676,0
511145.b0084,511145.b2078,0
511145.b1099,511145.b3607,0
511145.b3407,511145.b3749,0
511145.b1732,511145.b3702,0
511145.b0039,511145.b2594,0
511145.b1860,511145.b2241,0
